Rank,Name Country/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio,Citations,Industry Income,International Outlook,Overall,Research,Teaching
251–300,Bournemouth University,13823,18.5,21%,53 : 47,88.4,37.5,84.0,48.9–51.1,20.7,32.6
251–300,Brighton and Sussex Medical School,1013,19.7,17%,60 : 40,99.8,36.9,81.1,48.9–51.1,25.4,15.7
251–300,"University of California, Riverside",24515,18.6,14%,53 : 47,81.4,41.7,65.3,48.9–51.1,32.7,33.0
251–300,University of Canberra,10785,35.5,26%,nan,92.6,43.0,88.1,48.9–51.1,32.0,20.0
251–300,Chalmers University of Technology,9513,13.8,19%,32 : 68,64.4,66.0,77.4,48.9–51.1,44.5,34.9
251–300,"China Medical University, TaiwanTaiwan",7284,15.5,9%,56 : 44,92.8,93.1,47.6,48.9–51.1,32.0,24.1
251–300,Copenhagen Business School,16547,27.7,24%,48 : 52,90.9,43.9,93.6,48.9–51.1,31.0,21.5
251–300,Deakin University,43080,33.9,25%,58 : 42,83.2,44.6,88.7,48.9–51.1,33.0,25.0
251–300,University of Duisburg-EssenGermany,41618,43.7,19%,49 : 51,79.9,64.5,60.9,48.9–51.1,35.5,34.0
251–300,Heinrich Heine University Düsseldorf,29365,32.8,12%,58 : 42,80.1,44.1,59.3,48.9–51.1,32.3,34.7
251–300,École des Ponts ParisTech,1959,10.0,37%,32 : 68,79.5,50.1,83.6,48.9–51.1,29.4,34.4
251–300,Goethe University Frankfurt,30082,12.7,14%,58 : 42,76.4,44.8,65.6,48.9–51.1,32.9,33.7
251–300,Griffith UniversityAustralia,35900,32.9,17%,59 : 41,76.4,52.8,83.2,48.9–51.1,35.8,27.1
251–300,University of Hawai’i at Mānoa,14628,10.7,11%,56 : 44,66.0,40.4,66.9,48.9–51.1,41.7,39.8
251–300,Hebrew University of Jerusalem,16175,11.3,5%,57 : 43,65.3,42.8,59.5,48.9–51.1,41.8,42.1
251–300,University of Illinois at Chicago,28724,11.3,19%,54 : 46,74.6,45.4,53.1,48.9–51.1,32.4,43.0
251–300,Indian Institute of Science,3990,8.8,1%,27 : 73,33.1,80.1,28.0,48.9–51.1,56.9,60.5
251–300,Johannes Gutenberg University of Mainz,30856,25.5,12%,59 : 41,80.5,57.6,58.5,48.9–51.1,28.8,36.7
251–300,University of Kiel,27911,22.7,9%,53 : 47,84.5,36.9,57.1,48.9–51.1,32.7,31.5
251–300,King Saud University,33931,10.6,14%,44 : 56,76.3,86.3,85.4,48.9–51.1,32.9,27.0
251–300,Kyung Hee UniversitySouth Korea,20504,17.7,27%,55 : 45,62.9,89.6,67.8,48.9–51.1,41.8,37.4
251–300,La Trobe UniversityAustralia,21663,27.4,33%,63 : 37,83.2,51.8,88.4,48.9–51.1,32.9,25.9
251–300,Université Laval,28611,16.9,15%,58 : 42,67.8,68.7,72.4,48.9–51.1,35.8,40.1
251–300,Linköping University,15026,14.4,15%,52 : 48,78.0,61.8,70.8,48.9–51.1,39.8,23.5
251–300,University of Navarra,11466,14.7,27%,54 : 46,84.7,66.2,72.5,48.9–51.1,30.3,30.7
251–300,Oregon Health and Science University,3035,1.0,3%,67 : 33,99.4,52.0,29.4,48.9–51.1,19.8,36.4
251–300,Osaka University,22485,10.5,10%,33 : 67,31.8,96.4,42.2,48.9–51.1,60.9,54.3
251–300,University of Pavia,20027,34.9,10%,57 : 43,75.0,46.5,47.2,48.9–51.1,33.7,38.6
251–300,Queen’s UniversityCanada,26556,26.2,17%,59 : 41,60.9,72.0,72.7,48.9–51.1,38.0,39.9
251–300,Ruhr University Bochum,38441,48.5,15%,50 : 50,57.6,52.3,54.1,48.9–51.1,47.2,40.4
251–300,Sejong UniversitySouth Korea,12356,20.8,13%,48 : 52,93.8,55.6,58.8,48.9–51.1,29.3,27.3
251–300,University of Sharjah,12933,19.2,55%,67 : 33,96.8,41.4,99.3,48.9–51.1,21.3,20.5
251–300,Simon Fraser UniversityCanada,26981,27.5,31%,54 : 46,76.3,52.0,92.0,48.9–51.1,36.8,27.8
251–300,University of Southern Denmark,18471,10.2,14%,53 : 47,85.3,72.3,78.9,48.9–51.1,32.4,24.7
251–300,Stellenbosch UniversitySouth Africa,24907,25.9,8%,56 : 44,82.2,71.0,54.0,48.9–51.1,36.9,30.5
251–300,Sun Yat-sen UniversityChina,57951,15.1,5%,49 : 51,74.8,59.3,31.3,48.9–51.1,37.4,44.9
251–300,Swansea University,17489,15.4,22%,47 : 53,91.5,39.3,83.6,48.9–51.1,28.2,24.9
251–300,Tilburg UniversityNetherlands,11876,29.9,20%,51 : 49,61.7,50.6,84.5,48.9–51.1,46.6,34.3
251–300,Tongji UniversityChina,30153,10.8,12%,46 : 54,46.1,97.8,53.1,48.9–51.1,52.3,43.4
251–300,University of Twente,9816,14.7,37%,37 : 63,57.2,80.5,94.5,48.9–51.1,46.4,34.3
251–300,United Arab Emirates UniversityUnited Arab Emirates,7121,10.9,17%,80 : 20,82.3,72.5,88.8,48.9–51.1,29.8,24.7
251–300,University of Utah,30967,13.6,8%,48 : 52,81.7,57.5,33.9,48.9–51.1,34.9,39.9
251–300,Virginia Polytechnic Institute and State UniversityUnited States,36512,18.5,14%,43 : 57,73.7,47.4,56.8,48.9–51.1,36.2,39.3
251–300,University of the WitwatersrandSouth Africa,26871,23.6,7%,56 : 44,67.9,100.0,73.1,48.9–51.1,44.3,31.5
301–350,Abu Dhabi University,3926,18.1,60%,51 : 49,83.1,36.9,98.5,47.0–48.7,15.4,32.3
301–350,Aix-Marseille University,70054,17.4,13%,60 : 40,72.3,41.5,63.2,47.0–48.7,24.9,40.5
301–350,Alfaisal UniversitySaudi Arabia,2851,10.2,32%,59 : 41,91.6,43.4,96.7,47.0–48.7,22.1,20.2
301–350,Anglia Ruskin University (ARU),20287,27.8,46%,64 : 36,99.0,37.2,91.1,47.0–48.7,16.3,18.2
301–350,Autonomous University of Madrid,29327,13.2,12%,61 : 39,80.8,40.0,51.2,47.0–48.7,31.2,31.3
301–350,University of BordeauxFrance,53755,22.4,13%,59 : 41,79.5,39.5,59.9,47.0–48.7,27.8,31.6
301–350,Brandeis University,5427,13.1,28%,59 : 41,90.3,37.3,55.5,47.0–48.7,23.1,28.5
301–350,Universiti Brunei DarussalamBrunei Darussalam,3641,10.8,14%,66 : 34,83.2,40.1,85.2,47.0–48.7,22.6,26.0
301–350,University at Buffalo,27393,18.0,15%,45 : 55,67.7,47.1,63.7,47.0–48.7,33.7,38.7
301–350,"University of California, Merced",9185,20.1,10%,52 : 48,96.0,42.2,47.3,47.0–48.7,23.5,22.9
301–350,University of Colorado Denver/Anschutz Medical Campus,17224,3.8,8%,57 : 43,97.0,42.9,31.5,47.0–48.7,20.3,30.1
301–350,Dalhousie UniversityCanada,16901,14.8,28%,55 : 45,74.3,45.0,89.0,47.0–48.7,30.9,28.1
301–350,Drexel University,19304,12.5,14%,51 : 49,76.4,48.8,50.1,47.0–48.7,26.0,40.8
301–350,École Normale Supérieure de Lyon,2171,8.6,11%,47 : 53,47.4,56.6,62.1,47.0–48.7,46.2,46.9
301–350,University of Essex,14335,15.3,40%,54 : 46,71.0,37.9,96.4,47.0–48.7,32.4,31.0
301–350,Flinders University,17027,27.9,36%,65 : 35,75.8,43.0,89.8,47.0–48.7,33.1,27.3
301–350,Florida State University,39380,24.0,7%,57 : 43,67.5,40.1,47.8,47.0–48.7,37.3,40.2
301–350,University of Galway,15109,26.1,20%,60 : 40,71.2,45.7,82.8,47.0–48.7,32.7,29.7
301–350,George Mason University,32157,18.1,12%,53 : 47,84.0,37.8,50.0,47.0–48.7,26.8,30.7
301–350,Hasselt University,5683,31.1,14%,49 : 51,63.3,57.3,70.2,47.0–48.7,39.5,33.4
301–350,University of Iowa,29257,11.1,8%,54 : 46,70.7,51.0,46.2,47.0–48.7,31.6,42.5
301–350,Lappeenranta-Lahti University of Technology LUT,4609,30.3,12%,33 : 67,77.2,52.1,59.8,47.0–48.7,32.7,27.8
301–350,University of Milan,47512,21.2,7%,60 : 40,82.5,40.5,43.5,47.0–48.7,30.4,32.6
301–350,University of Milan-Bicocca,29057,29.2,5%,62 : 38,93.6,40.8,43.0,47.0–48.7,25.9,24.9
301–350,Montpellier University,40179,20.1,15%,54 : 46,72.1,39.9,62.2,47.0–48.7,33.6,35.2
301–350,Nagoya University,15224,12.8,12%,30 : 70,39.7,99.2,35.8,47.0–48.7,54.1,48.4
301–350,Nankai UniversityChina,31322,11.3,5%,nan,79.4,46.2,40.7,47.0–48.7,24.9,39.7
301–350,University of Otago,18508,19.7,19%,60 : 40,70.2,38.8,88.0,47.0–48.7,34.5,32.4
301–350,University of OuluFinland,10134,19.8,7%,54 : 46,75.2,46.9,57.5,47.0–48.7,35.8,28.4
301–350,Peter the Great St Petersburg Polytechnic University,16375,9.7,32%,41 : 59,83.0,75.5,57.4,47.0–48.7,23.7,31.1
301–350,Politecnico di MilanoItaly,37532,25.4,18%,nan,56.4,74.6,62.0,47.0–48.7,45.3,39.0
301–350,Reykjavík University,2757,22.9,8%,47 : 53,99.9,38.1,71.4,47.0–48.7,21.5,15.5
301–350,RMIT University,32692,23.6,34%,48 : 52,71.8,47.6,93.6,47.0–48.7,32.7,29.4
301–350,University of St Gallen,8065,12.2,34%,35 : 65,80.0,47.4,95.9,47.0–48.7,20.4,28.2
301–350,Saint Louis University,10798,7.4,7%,60 : 40,89.4,39.8,34.7,47.0–48.7,15.8,39.6
301–350,University of South Australia,23490,32.9,21%,58 : 42,70.4,79.5,87.5,47.0–48.7,36.1,23.0
301–350,University of Southern Queensland,12150,26.0,18%,62 : 38,85.5,41.5,79.8,47.0–48.7,24.3,24.6
301–350,Stony Brook University,25411,10.6,22%,52 : 48,76.1,38.1,69.5,47.0–48.7,26.8,33.8
301–350,University of Stuttgart,16054,26.5,19%,34 : 66,47.5,88.0,53.5,47.0–48.7,48.6,44.8
301–350,Swinburne University of Technology,15327,25.6,25%,38 : 62,81.8,45.2,81.5,47.0–48.7,31.1,25.2
301–350,Taipei Medical UniversityTaiwan,5946,9.1,10%,58 : 42,63.1,93.1,45.8,47.0–48.7,32.2,44.4
301–350,Tampere University,15855,20.6,6%,54 : 46,76.9,56.1,51.1,47.0–48.7,35.9,26.6
301–350,University of Tasmania,18264,22.9,36%,60 : 40,71.5,48.1,91.1,47.0–48.7,34.8,27.1
301–350,Technical University of Darmstadt,15526,37.1,18%,34 : 66,43.8,80.7,59.6,47.0–48.7,48.2,43.3
301–350,Temple University,35641,12.5,8%,54 : 46,83.5,40.2,38.6,47.0–48.7,23.1,37.4
301–350,The University of Tennessee-Knoxville,27308,16.7,4%,nan,79.0,45.1,46.7,47.0–48.7,28.4,35.6
301–350,Tokyo Institute of Technology,9878,9.5,17%,16 : 84,31.0,80.0,50.0,47.0–48.7,58.2,49.7
301–350,University College Cork,17925,20.8,20%,59 : 41,83.7,47.2,84.3,47.0–48.7,28.8,24.2
301–350,University of Victoria,20936,24.6,21%,55 : 45,75.5,45.7,86.8,47.0–48.7,33.7,24.7
351–400,American University of Beirut,9267,8.7,22%,51 : 49,89.6,43.0,78.7,45.0–46.9,14.8,24.7
351–400,"Asia University, TaiwanTaiwan",11421,30.3,7%,62 : 38,76.1,97.2,52.5,45.0–46.9,36.5,18.2
351–400,Ateneo de Manila University,13159,10.0,4%,51 : 49,97.0,37.6,31.8,45.0–46.9,9.5,32.4
351–400,"Birkbeck, University of London",8059,16.7,40%,56 : 44,66.8,37.2,90.7,45.0–46.9,33.3,30.4
351–400,University of Bremen,12635,20.1,14%,53 : 47,59.0,48.3,59.7,45.0–46.9,38.6,36.4
351–400,University of Brescia,15133,24.6,7%,46 : 54,95.2,40.2,42.5,45.0–46.9,18.8,26.4
351–400,University of Cape CoastGhana,28451,35.5,0%,33 : 67,99.1,63.4,44.7,45.0–46.9,20.7,17.4
351–400,Catholic University of Portugal,11213,22.2,21%,63 : 37,97.8,38.8,62.8,45.0–46.9,19.2,20.2
351–400,Central South UniversityChina,56344,20.4,4%,nan,65.7,93.4,26.3,45.0–46.9,41.2,31.8
351–400,Charles Darwin University,7246,34.5,30%,69 : 31,72.4,45.9,79.8,45.0–46.9,33.2,22.7
351–400,"City, University of London",15459,18.2,51%,57 : 43,69.0,38.3,95.0,45.0–46.9,29.3,25.6
351–400,University of Delaware,21808,16.3,12%,57 : 43,64.9,91.4,51.5,45.0–46.9,39.0,28.8
351–400,East China Normal UniversityChina,28055,14.7,11%,64 : 36,62.0,54.4,54.7,45.0–46.9,32.6,37.5
351–400,Edith Cowan UniversityAustralia,18759,30.4,28%,60 : 40,80.4,40.7,87.4,45.0–46.9,25.3,20.1
351–400,Golestan University of Medical SciencesIran,3721,11.5,11%,60 : 40,100.0,37.0,33.3,45.0–46.9,8.9,33.7
351–400,University of Greifswald,10291,20.6,8%,58 : 42,77.6,42.0,56.7,45.0–46.9,26.9,31.9
351–400,University of Hail,19366,11.2,10%,63 : 37,98.7,42.8,82.3,45.0–46.9,9.2,18.0
351–400,Harbin Institute of Technology,30542,10.5,6%,nan,49.0,99.6,27.6,45.0–46.9,46.9,44.2
351–400,Howard University,8782,8.2,6%,70 : 30,79.2,36.9,34.3,45.0–46.9,17.6,45.7
351–400,Imam Mohammad Ibn Saud Islamic University,43110,10.8,3%,39 : 61,89.6,40.6,65.1,45.0–46.9,17.7,29.6
351–400,IMT Atlantique,1436,7.7,33%,25 : 75,50.1,90.6,77.2,45.0–46.9,35.8,37.3
351–400,James Cook University,12825,20.1,32%,62 : 38,78.0,43.4,93.8,45.0–46.9,28.2,23.3
351–400,JSS Academy of Higher Education and Research,7891,9.5,7%,54 : 46,99.3,38.4,35.2,45.0–46.9,9.4,34.4
351–400,University of Kent,16703,17.0,29%,54 : 46,67.6,37.4,92.0,45.0–46.9,29.5,27.9
351–400,Khalifa UniversityUnited Arab Emirates,3029,8.8,22%,58 : 42,56.2,94.2,92.8,45.0–46.9,37.1,31.2
351–400,Kurdistan University of Medical SciencesIran,3181,10.5,2%,49 : 51,98.4,37.6,23.7,45.0–46.9,9.8,36.1
351–400,Leuphana University of Lüneburg,7839,26.1,7%,62 : 38,90.0,38.9,54.3,45.0–46.9,22.1,25.2
351–400,University of Liège,21910,26.8,21%,58 : 42,62.2,85.7,72.4,45.0–46.9,38.4,26.8
351–400,Loughborough University,15815,13.7,29%,41 : 59,61.0,40.3,88.6,45.0–46.9,32.6,32.2
351–400,University of Malaya,18320,9.8,18%,58 : 42,61.2,42.7,82.7,45.0–46.9,32.6,37.4
351–400,University of Manitoba,29561,29.4,20%,54 : 46,75.0,38.2,56.6,45.0–46.9,31.2,32.7
351–400,Mazandaran University of Medical SciencesIran,7845,15.1,1%,57 : 43,93.3,42.1,21.4,45.0–46.9,11.1,41.8
351–400,University of Naples Federico II,53319,20.2,2%,55 : 45,77.5,42.6,32.3,45.0–46.9,28.3,34.0
351–400,University of New Mexico (Main campus),18046,16.9,5%,56 : 44,74.5,39.0,37.6,45.0–46.9,29.3,34.7
351–400,North Carolina State University,31540,16.6,14%,48 : 52,59.7,47.5,54.8,45.0–46.9,38.2,40.9
351–400,University of Rome II – Tor Vergata,24038,30.3,20%,56 : 44,63.8,45.8,65.3,45.0–46.9,28.8,39.7
351–400,"Royal Holloway, University of London",10640,15.1,35%,57 : 43,67.6,39.5,91.6,45.0–46.9,28.4,28.7
351–400,Royal Veterinary College,2248,10.4,30%,80 : 20,79.6,46.6,93.4,45.0–46.9,20.1,24.4
351–400,Rush University,2757,2.1,1%,76 : 24,90.1,44.1,22.1,45.0–46.9,15.3,40.9
351–400,Shoolini University of Biotechnology and Management Sciences,2973,14.3,2%,45 : 55,98.3,37.9,49.1,45.0–46.9,14.4,23.2
351–400,University of Stirling,9855,16.0,27%,64 : 36,79.4,37.3,86.1,45.0–46.9,25.9,22.9
351–400,Swedish University of Agricultural Sciences,4216,4.6,7%,70 : 30,71.8,89.2,52.1,45.0–46.9,31.4,29.9
351–400,University of Texas at Dallas,25464,21.6,20%,43 : 57,81.3,42.7,56.4,45.0–46.9,27.0,24.8
351–400,Tulane University,11220,7.5,11%,58 : 42,73.6,38.8,43.8,45.0–46.9,23.0,41.9
351–400,University of TurkuFinland,13012,15.3,5%,64 : 36,73.9,38.7,53.5,45.0–46.9,32.6,27.7
351–400,University of VaasaFinland,3873,20.0,4%,53 : 47,88.0,38.5,66.2,45.0–46.9,25.5,19.6
351–400,Verona University,18621,23.8,4%,64 : 36,80.0,45.5,42.4,45.0–46.9,26.0,31.4
351–400,Wake Forest University,8122,4.0,10%,54 : 46,81.9,45.7,33.0,45.0–46.9,20.2,39.4
351–400,Washington State University,29463,19.5,7%,54 : 46,69.6,50.8,50.1,45.0–46.9,32.7,33.4
351–400,Wroclaw Medical University,6769,9.4,14%,71 : 29,89.0,38.2,37.5,45.0–46.9,11.7,39.6
401–500,Alagappa University,4831,15.7,0%,63 : 37,82.8,37.2,35.1,42.1–44.9,11.0,34.6
401–500,University of Alaska Fairbanks,2910,7.2,6%,53 : 47,70.0,47.7,60.0,42.1–44.9,24.9,29.1
401–500,Arak University of Medical SciencesIran,3500,7.4,1%,56 : 44,100.0,36.9,17.9,42.1–44.9,8.8,24.6
401–500,Aston University,12014,17.8,25%,48 : 52,76.8,38.8,92.6,42.1–44.9,24.9,20.5
401–500,Aswan University,31877,46.7,2%,55 : 45,98.5,37.0,47.8,42.1–44.9,11.6,16.7
401–500,Babol University of Medical SciencesIran,4102,11.8,0%,58 : 42,97.3,37.3,18.4,42.1–44.9,10.6,32.3
401–500,Babol Noshirvani University of TechnologyIran,6180,28.7,0%,33 : 67,98.4,38.5,22.9,42.1–44.9,20.9,20.3
401–500,Bangor University,8790,15.8,26%,61 : 39,72.6,37.4,84.3,42.1–44.9,24.7,28.3
401–500,University of Bayreuth,9734,26.6,12%,47 : 53,55.0,53.3,58.3,42.1–44.9,39.4,36.4
401–500,Brunel University London,13041,17.0,39%,47 : 53,69.9,37.9,96.9,42.1–44.9,26.4,24.3
401–500,University of Campinas,31199,17.8,3%,46 : 54,38.4,44.4,34.1,42.1–44.9,46.7,47.9
401–500,Cankaya University,7113,25.4,1%,46 : 54,100.0,37.7,46.7,42.1–44.9,13.2,15.5
401–500,University of Catania,26902,21.2,3%,58 : 42,79.7,39.4,31.9,42.1–44.9,21.5,31.2
401–500,Claude Bernard University Lyon 1,28253,13.0,14%,54 : 46,65.5,41.6,59.0,42.1–44.9,27.2,36.1
401–500,Colorado School of Mines,6350,17.6,9%,31 : 69,63.0,46.2,37.1,42.1–44.9,30.3,34.0
401–500,"Colorado State University, Fort Collins",29351,17.7,6%,55 : 45,72.3,43.0,39.1,42.1–44.9,29.6,31.7
401–500,Complutense University of Madrid,61128,20.3,12%,62 : 38,60.5,39.1,44.7,42.1–44.9,34.7,31.4
401–500,University of Connecticut,27752,13.6,12%,52 : 48,59.8,40.0,54.8,42.1–44.9,29.3,39.1
401–500,University of Crete,13808,27.6,4%,63 : 37,82.2,51.0,48.4,42.1–44.9,26.0,20.6
401–500,University of CyprusCyprus,6875,20.1,13%,60 : 40,67.0,55.5,83.4,42.1–44.9,23.1,26.0
401–500,University of Denver,10001,13.0,6%,60 : 40,69.8,37.9,27.5,42.1–44.9,24.7,40.1
401–500,Dublin City University,13956,25.4,17%,59 : 41,63.2,42.6,82.2,42.1–44.9,33.8,23.9
401–500,Duy Tan UniversityVietnam,21670,21.9,0%,62 : 38,100.0,37.7,48.6,42.1–44.9,12.6,14.4
401–500,Edinburgh Napier University,11536,20.4,35%,53 : 47,81.3,37.0,87.8,42.1–44.9,17.0,17.9
401–500,University of Electronic Science and Technology of ChinaChina,35232,15.4,3%,30 : 70,67.1,67.0,32.4,42.1–44.9,31.2,29.3
401–500,Ferhat Abbas Sétif University 1,34637,22.7,1%,63 : 37,94.7,36.9,40.0,42.1–44.9,19.8,18.2
401–500,University of Ferrara,20507,32.6,5%,61 : 39,70.6,43.0,42.4,42.1–44.9,24.7,31.4
401–500,University of Florence,39407,23.0,9%,56 : 44,65.6,45.0,44.7,42.1–44.9,32.4,34.8
401–500,Free University of Bozen-Bolzano,4236,12.6,15%,68 : 32,83.3,38.5,74.2,42.1–44.9,19.4,23.5
401–500,University of Genoa,20447,23.7,8%,57 : 43,66.5,48.3,43.9,42.1–44.9,28.3,36.4
401–500,Georgia State University,34734,17.3,5%,58 : 42,65.2,38.1,43.4,42.1–44.9,26.9,34.3
401–500,Université Grenoble Alpes,50868,18.2,17%,52 : 48,56.1,40.4,65.5,42.1–44.9,35.0,37.6
401–500,Hanyang UniversitySouth Korea,20079,14.6,20%,nan,40.8,89.8,63.7,42.1–44.9,40.8,41.8
401–500,HSE University,32102,17.5,11%,nan,54.6,61.6,43.9,42.1–44.9,45.3,32.5
401–500,Hunan University,41580,18.6,2%,47 : 53,87.6,59.1,25.6,42.1–44.9,26.4,24.0
401–500,University of Ibadan,26156,17.6,0%,49 : 51,83.7,37.4,34.5,42.1–44.9,15.7,30.1
401–500,Illinois Institute of Technology,6386,11.5,41%,37 : 63,61.0,39.7,67.3,42.1–44.9,21.8,43.1
401–500,University of Innsbruck,13918,22.0,46%,53 : 47,55.9,52.5,96.2,42.1–44.9,30.1,33.9
401–500,Institut Agro,2148,11.5,16%,65 : 35,59.1,46.7,59.4,42.1–44.9,30.5,35.4
401–500,University of International Business and EconomicsChina,16061,15.7,15%,69 : 31,84.0,38.1,54.3,42.1–44.9,15.6,27.2
401–500,Iowa State University,28767,16.7,10%,44 : 56,56.5,51.0,39.5,42.1–44.9,36.9,35.5
401–500,Jazan University,26568,13.0,3%,64 : 36,97.0,37.1,74.8,42.1–44.9,8.5,17.5
401–500,Justus Liebig University Giessen,28278,44.6,11%,63 : 37,60.2,43.7,51.8,42.1–44.9,37.3,33.1
401–500,University of Jyväskylä,10444,14.4,3%,62 : 38,68.0,38.2,51.2,42.1–44.9,33.3,28.5
401–500,University of Kansas,24435,9.9,8%,53 : 47,67.2,46.3,49.2,42.1–44.9,24.4,38.1
401–500,University of Klagenfurt,3562,10.0,28%,68 : 32,74.7,38.5,90.9,42.1–44.9,18.2,23.5
401–500,Koç University,5882,19.7,8%,48 : 52,56.1,100.0,49.3,42.1–44.9,42.3,30.7
401–500,University of KwaZulu-NatalSouth Africa,35795,30.1,2%,60 : 40,63.9,38.2,51.5,42.1–44.9,34.4,30.4
401–500,University of Lagos,36237,21.5,0%,48 : 52,97.7,40.9,34.0,42.1–44.9,14.0,18.5
401–500,Leibniz University Hannover,21677,43.7,18%,42 : 58,46.2,48.9,54.7,42.1–44.9,39.2,39.1
401–500,Lincoln University,2492,13.3,44%,51 : 49,59.9,51.7,96.4,42.1–44.9,22.6,29.7
401–500,University of Lincoln,14479,15.8,13%,55 : 45,85.8,37.5,75.4,42.1–44.9,17.4,17.8
401–500,Liverpool John Moores University,21727,17.4,16%,54 : 46,81.2,37.4,77.2,42.1–44.9,19.0,20.9
401–500,Mahatma Gandhi University,1855,14.6,2%,61 : 39,58.1,37.9,21.9,42.1–44.9,31.5,42.5
401–500,University of Marburg,23383,31.2,12%,56 : 44,64.1,36.9,53.9,42.1–44.9,30.1,36.0
401–500,Maynooth University,11454,28.5,15%,55 : 45,71.7,39.5,82.5,42.1–44.9,28.9,21.7
401–500,Middlesex University,15906,18.8,50%,58 : 42,75.3,37.2,91.0,42.1–44.9,19.6,21.3
401–500,University of Modena and Reggio Emilia,21409,26.9,5%,53 : 47,72.1,49.1,37.6,42.1–44.9,23.2,32.7
401–500,Muhimbili University of Health and Allied SciencesTanzania,3626,11.3,3%,41 : 59,99.9,39.1,49.2,42.1–44.9,11.0,17.0
401–500,Murdoch UniversityAustralia,16641,36.5,40%,61 : 39,70.6,46.7,93.2,42.1–44.9,27.8,21.6
401–500,National and Kapodistrian University of Athens,66649,31.0,11%,59 : 41,82.4,67.9,56.3,42.1–44.9,20.1,22.1
401–500,National Research Nuclear University MEPhI,5016,9.2,31%,40 : 60,29.1,100.0,70.0,42.1–44.9,41.7,45.3
401–500,University of Nebraska-Lincoln,24909,16.8,10%,49 : 51,60.5,39.6,56.1,42.1–44.9,31.0,34.0
401–500,University of Nebraska Medical Center,3181,2.0,9%,69 : 31,83.2,40.2,46.3,42.1–44.9,12.6,34.9
401–500,Norwegian University of Science and Technology,37707,15.8,9%,48 : 52,60.1,42.9,67.5,42.1–44.9,34.7,30.0
401–500,Nova Southeastern University,17952,16.3,4%,70 : 30,87.5,36.9,28.9,42.1–44.9,10.6,39.4
401–500,Örebro University,10005,15.2,5%,61 : 39,87.1,37.7,55.1,42.1–44.9,21.8,17.7
401–500,University of Passau,9703,69.2,12%,61 : 39,54.5,43.0,53.6,42.1–44.9,38.1,35.6
401–500,University of Pisa,33791,21.9,6%,51 : 49,69.2,41.7,40.6,42.1–44.9,30.2,28.8
401–500,University of Plymouth,15606,17.8,16%,58 : 42,79.6,37.2,73.0,42.1–44.9,22.7,22.2
401–500,Pontificia Universidad Católica de Chile,31578,16.0,4%,nan,66.2,70.3,56.2,42.1–44.9,31.9,24.2
401–500,University of Porto,33484,16.2,16%,55 : 45,63.7,41.9,57.9,42.1–44.9,32.3,26.6
401–500,University of Portsmouth,22489,16.4,29%,47 : 53,76.3,37.6,91.4,42.1–44.9,19.2,18.8
401–500,Qazvin University of Medical SciencesIran,2598,9.2,1%,57 : 43,99.9,37.0,22.6,42.1–44.9,10.3,30.6
401–500,Qom University of Medical SciencesIran,2272,9.1,4%,57 : 43,100.0,37.0,19.4,42.1–44.9,9.8,28.9
401–500,Quaid-i-Azam University,9250,16.5,1%,51 : 49,78.7,38.2,48.6,42.1–44.9,22.9,26.9
401–500,Sabancı UniversityTurkey,3819,20.0,10%,38 : 62,57.0,73.4,59.7,42.1–44.9,37.7,25.5
401–500,Sharif University of TechnologyIran,9219,22.5,2%,25 : 75,60.4,89.5,31.6,42.1–44.9,36.3,33.5
401–500,Shenzhen University,38240,14.1,1%,46 : 54,86.0,50.5,34.5,42.1–44.9,27.9,23.0
401–500,University of Siena,12948,18.7,9%,63 : 37,79.9,41.7,43.5,42.1–44.9,25.3,21.5
401–500,South China University of Technology,40082,12.7,5%,39 : 61,70.7,80.7,34.4,42.1–44.9,35.6,28.2
401–500,Southeast University,37484,12.3,4%,36 : 64,47.2,93.7,37.8,42.1–44.9,42.3,34.8
401–500,Southern Medical University,20432,10.7,6%,nan,58.0,43.8,25.0,42.1–44.9,37.7,38.6
401–500,SRUC (Scotland’s Rural College),1325,5.3,8%,60 : 40,92.1,42.5,59.1,42.1–44.9,12.6,23.6
401–500,University of Strathclyde,19842,17.0,29%,50 : 50,56.1,47.8,89.7,42.1–44.9,33.9,32.0
401–500,Sumy State University,8703,11.4,21%,44 : 56,94.5,39.9,57.2,42.1–44.9,12.3,19.5
